T	P
08:45:22	389
08:45:22	389
08:45:22	389
08:45:22	389
08:45:22	389
08:45:22	389
08:45:22	389
08:45:22	389
08:45:23	389
08:45:25	389
08:45:25	389
08:45:25	389
08:45:26	389
08:45:29	389
08:45:29	389.1
08:45:29	389.1
08:45:29	389.1
08:45:29	389.1
08:45:29	389.1
08:45:29	389.1
08:45:29	389.1
08:45:29	389.1
08:45:29	389.1
08:45:29	389.1
08:45:29	389.1
08:45:32	389.1
08:45:34	389.1
08:45:35	389.1
08:45:35	389.1
08:45:37	389
08:45:41	389
08:45:41	389
08:45:42	389
08:45:42	389
08:45:42	389
08:45:42	389
08:45:42	389
08:45:42	389
08:45:42	389
08:45:42	389
08:45:42	389
08:45:43	389
08:45:43	389
08:45:43	389
08:45:43	389
08:45:43	389
08:45:43	389
08:45:43	389
08:45:43	389
08:45:43	389
08:45:43	389
08:45:43	389
08:45:43	389
08:45:45	389
08:45:45	389
08:45:45	389
08:45:45	389
08:45:47	388.9
08:45:49	388.9
08:45:49	388.9
08:45:49	388.9
08:45:49	388.9
08:45:49	388.9
08:45:51	388.9
08:45:51	388.9
08:45:51	388.9
08:45:53	388.9
08:45:53	388.9
08:45:54	388.9
08:45:57	388.9
08:45:57	388.9
08:45:57	388.9
08:45:57	388.9
08:45:57	389
08:45:58	388.9
08:45:58	388.9
08:45:58	388.9
08:45:58	388.9
08:45:58	388.9
08:45:58	388.9
08:45:58	388.9
08:46:02	388.9
08:46:04	389
08:46:05	389
08:46:05	389
08:46:05	389
08:46:05	389
08:46:05	389
08:46:05	389
08:46:05	389
08:46:05	389
08:46:05	389
08:46:05	389
08:46:05	389
08:46:05	389
08:46:05	389
08:46:05	389
08:46:05	389
08:46:05	389
08:46:07	389
08:46:07	389
08:46:07	389
08:46:07	389
08:46:07	389
08:46:10	388.9
08:46:11	388.9
08:46:14	388.9
08:46:18	389
08:46:21	389
08:46:29	389
08:46:29	389
08:46:29	389
08:46:29	389
08:46:29	389
08:46:29	389
08:46:31	389
08:46:31	389
08:46:31	389
08:46:31	389
08:46:31	389
08:46:31	389
08:46:31	389
08:46:31	389
08:46:31	389
08:46:31	389
08:46:33	388.9
08:46:36	388.9
08:46:37	388.9
08:46:37	388.9
08:46:37	388.9
08:46:37	388.9
08:46:37	388.9
08:46:37	388.9
08:46:37	388.9
08:46:37	388.9
08:46:37	388.9
08:46:37	388.9
08:46:37	388.9
08:46:37	388.9
08:46:37	388.9
08:46:41	388.8
08:46:41	388.8
08:46:41	388.8
08:46:41	388.8
08:46:41	388.8
08:46:41	388.8
08:46:41	388.8
08:46:41	388.8
08:46:41	388.8
08:46:41	388.8
08:46:41	388.8
08:46:41	388.8
08:46:41	388.8
08:46:41	388.8
08:46:41	388.8
08:46:41	388.7
08:46:41	388.8
08:46:41	388.8
08:46:41	388.8
08:46:42	388.8
08:46:43	388.8
08:46:44	388.7
08:46:44	388.7
08:46:45	388.7
08:46:47	388.8
08:46:47	388.8
08:46:47	388.8
08:46:51	388.7
08:46:54	388.8
08:46:54	388.8
08:46:54	388.8
08:46:54	388.8
08:46:59	388.8
08:47:04	388.8
08:47:07	388.8
08:47:07	388.8
08:47:07	388.8
08:47:07	388.8
08:47:09	388.8
08:47:14	388.8
08:47:14	388.8
08:47:14	388.8
08:47:14	388.8
08:47:14	388.8
08:47:14	388.8
08:47:14	388.8
08:47:14	388.8
08:47:14	388.8
08:47:14	388.8
08:47:21	388.9
08:47:21	388.9
08:47:21	388.9
08:47:21	388.9
08:47:21	388.9
08:47:21	388.9
08:47:21	388.9
08:47:21	388.9
08:47:21	388.9
08:47:21	388.9
08:47:21	388.9
08:47:21	388.9
08:47:21	388.9
08:47:21	388.9
08:47:21	388.9
08:47:21	388.9
08:47:21	388.9
08:47:21	388.9
08:47:21	388.9
08:47:21	388.9
08:47:22	388.9
08:47:22	388.9
08:47:22	388.9
08:47:22	388.9
08:47:23	389
08:47:23	389
08:47:28	389
08:47:28	389
08:47:37	389
08:47:37	389
08:47:37	389
08:47:37	389
08:47:37	389
08:47:37	389
08:47:37	389
08:47:37	389
08:47:37	389
08:47:45	389.1
08:47:48	389
08:47:48	389
08:47:48	389
08:47:48	389
08:47:48	389
08:47:48	389
08:47:48	389
08:47:48	389
08:47:48	389
08:47:48	389
08:47:48	389
08:47:48	389
08:47:48	389
08:47:48	389
08:47:48	389
08:47:48	389
08:47:48	389
08:47:48	389
08:47:48	389
08:47:48	389
08:48:04	389
08:48:04	389
08:48:04	389
08:48:04	389
08:48:04	389
08:48:04	389
08:48:04	389
08:48:04	389
08:48:04	389
08:48:04	389
08:48:07	389
08:48:11	389
08:48:11	389
08:48:11	389
08:48:11	389
08:48:11	389
08:48:11	389
08:48:21	389.1
08:48:21	389.1
08:48:21	389.1
08:48:21	389.1
08:48:21	389.1
08:48:21	389.1
08:48:21	389.1
08:48:21	389.1
08:48:21	389.1
08:48:21	389.1
08:48:21	389.1
08:48:21	389.1
08:48:21	389.1
08:48:24	389.1
08:48:29	389.1
08:48:31	389.1
08:48:36	389.2
08:48:36	389.2
08:48:57	389.1
08:48:57	389.1
08:48:57	389.1
08:48:57	389.1
08:48:57	389.1
08:48:57	389.1
08:48:57	389.1
08:48:57	389.1
08:48:57	389.1
08:48:57	389.1
08:48:57	389.1
08:48:57	389.1
08:49:02	389
08:49:04	389
08:49:09	389
08:49:10	389.1
08:49:10	389.1
08:49:21	389.1
08:49:21	389.1
08:49:21	389.1
08:49:21	389.1
08:49:21	389.1
08:49:21	389.1
08:49:21	389.1
08:49:37	389.1
08:49:37	389.1
08:49:37	389.1
08:49:37	389.1
08:49:37	389.1
08:49:37	389.1
08:49:37	389.1
08:49:37	389.1
08:49:37	389.1
08:49:37	389.1
08:49:37	389.1
08:49:37	389.1
08:49:54	389
08:49:54	389
08:49:54	389
08:49:54	389
08:49:54	389
08:49:55	389.1
08:49:55	389.1
08:50:00	389.1
08:50:00	389.1
08:50:00	389.1
08:50:00	389.1
08:50:00	389.1
08:50:00	389.1
08:50:00	389.1
08:50:00	389.1
08:50:00	389.1
08:50:00	389.1
08:50:00	389.1
08:50:00	389.1
08:50:00	389.1
08:50:12	389.2
08:50:12	389.2
08:50:12	389.2
08:50:12	389.2
08:50:12	389.2
08:50:12	389.2
08:50:12	389.2
08:50:12	389.2
08:50:12	389.2
08:50:12	389.2
08:50:12	389.2
08:50:12	389.2
08:50:12	389.2
08:50:12	389.2
08:50:12	389.2
08:50:12	389.2
08:50:12	389.2
08:50:12	389.2
08:50:13	389.2
08:50:13	389.2
08:50:13	389.2
08:50:13	389.2
08:50:13	389.2
08:50:13	389.2
08:50:13	389.2
08:50:13	389.2
08:50:13	389.2
08:50:13	389.2
08:50:13	389.2
08:50:13	389.2
08:50:13	389.2
08:50:13	389.2
08:50:13	389.2
08:50:13	389.2
08:50:13	389.2
08:50:15	389.2
08:50:27	389.2
08:50:30	389.2
08:50:30	389.2
08:50:30	389.2
08:50:30	389.2
08:50:30	389.2
08:50:30	389.2
08:50:30	389.2
08:50:30	389.2
08:50:30	389.2
08:50:30	389.2
08:50:31	389.1
08:50:31	389.1
08:50:31	389.1
08:50:31	389.1
08:50:53	389.1
08:51:10	389.2
08:51:13	389.1
08:51:13	389.1
08:51:13	389.1
08:51:13	389.1
08:51:13	389.1
08:51:13	389.1
08:51:14	389.1
08:51:14	389.1
08:51:17	389.2
08:51:17	389.2
08:51:17	389.2
08:51:18	389.1
08:51:18	389.1
08:51:18	389.1
08:51:18	389.1
08:51:18	389.1
08:51:18	389.1
08:51:18	389.1
08:51:18	389.1
08:51:19	389.2
08:51:19	389.2
08:51:19	389.2
08:51:19	389.2
08:51:19	389.2
08:51:19	389.1
08:51:27	389.1
08:51:37	389.1
08:51:37	389.1
08:51:37	389.1
08:51:37	389.1
08:51:48	389.1
08:51:48	389.1
08:51:51	389.2
08:51:51	389.2
08:51:51	389.2
08:51:54	389.1
08:51:54	389.1
08:51:54	389.1
08:51:54	389.1
08:51:54	389.1
08:51:54	389.1
08:51:54	389.1
08:51:54	389.1
08:51:54	389.1
08:51:54	389.1
08:51:54	389.1
08:51:54	389.1
08:51:54	389.1
08:51:54	389.1
08:51:54	389.1
08:51:54	389.1
08:51:54	389.1
08:51:54	389.1
08:51:54	389.1
08:51:54	389.1
08:51:55	389.1
08:51:55	389.1
08:51:55	389.1
08:51:55	389.1
08:51:58	389.1
08:52:07	389.1
08:52:08	389.1
08:52:08	389.1
08:52:17	389.1
08:52:18	389.1
08:52:18	389.1
08:52:18	389.1
08:52:18	389.1
08:52:18	389.1
08:52:18	389.1
08:52:18	389.1
08:52:18	389.1
08:52:18	389.1
08:52:18	389.1
08:52:18	389.1
08:52:18	389.1
08:52:18	389
08:52:18	389
08:52:20	389
08:52:20	389
08:52:22	389
08:52:24	389
08:52:24	389
08:52:24	389
08:52:24	389
08:52:24	389
08:52:24	389
08:52:24	389
08:52:24	389
08:52:24	389
08:52:24	389
08:52:24	389
08:52:24	389
08:52:24	389
08:52:27	389
08:52:27	389
08:52:27	389
08:52:27	389
08:52:27	388.9
08:52:30	388.9
08:52:31	388.9
08:52:32	388.9
08:52:34	389
08:52:34	389
08:52:34	389
08:52:36	388.9
08:52:39	388.9
08:52:46	388.9
08:52:47	389
08:52:47	389
08:52:47	389
08:52:47	389
08:52:47	389
08:52:47	389
08:52:47	389
08:52:47	389
08:52:48	388.9
08:52:48	388.9
08:52:48	388.9
08:52:48	388.9
08:52:48	388.9
08:52:48	388.9
08:52:48	388.9
08:52:48	388.9
08:52:48	388.9
08:52:48	388.9
08:52:48	388.9
08:52:48	388.9
08:52:48	388.9
08:52:48	388.9
08:52:48	388.9
08:52:48	388.9
08:52:48	388.9
08:52:48	388.9
08:52:48	388.9
08:52:49	388.9
08:52:51	388.9
08:52:51	388.9
08:52:51	388.9
08:52:51	388.9
08:52:51	388.9
08:52:52	388.9
08:52:56	388.9
08:52:56	388.9
08:52:57	388.9
08:53:05	388.9
08:53:15	388.9
08:53:24	388.9
08:53:25	388.9
08:53:33	389
08:53:33	389
08:53:33	389
08:53:35	388.9
08:53:51	388.9
08:53:52	388.9
08:53:53	388.9
08:53:55	388.9
08:54:03	388.9
08:54:06	388.9
08:54:07	389
08:54:07	389
08:54:07	389
08:54:08	388.9
08:54:11	388.9
08:54:14	388.9
08:54:14	388.9
08:54:14	388.9
08:54:14	388.9
08:54:14	388.9
08:54:14	388.9
08:54:14	388.9
08:54:14	388.9
08:54:14	388.9
08:54:14	388.9
08:54:14	388.9
08:54:14	388.9
08:54:14	388.9
08:54:15	388.9
08:54:16	388.9
08:54:17	388.9
08:54:19	388.9
08:54:20	388.9
08:54:21	388.9
08:54:21	388.9
08:54:25	388.9
08:54:31	388.9
08:54:31	388.9
08:54:31	388.9
08:54:31	388.9
08:54:31	388.9
08:54:31	388.9
08:54:31	388.9
08:54:31	388.9
08:54:31	388.9
08:54:31	388.9
08:54:31	388.9
08:54:31	388.9
08:54:31	388.9
08:54:31	388.9
08:54:31	388.9
08:54:31	388.9
08:54:31	388.9
08:54:31	388.9
08:54:31	388.9
08:54:31	388.9
08:54:31	388.9
08:54:32	388.9
08:54:34	388.9
08:54:34	388.9
08:54:37	388.9
08:54:37	388.9
08:54:39	388.9
08:54:39	388.9
08:54:42	388.9
08:54:45	388.9
08:54:48	388.9
08:54:50	389
08:54:50	389
08:54:50	388.9
08:54:51	388.9
08:54:52	388.9
08:54:55	388.9
08:55:04	388.9
08:55:04	388.9
08:55:04	388.9
08:55:04	388.9
08:55:04	388.9
08:55:04	388.9
08:55:04	388.9
08:55:04	388.9
08:55:05	388.9
08:55:05	388.9
08:55:05	388.9
08:55:05	388.8
08:55:05	388.8
08:55:05	388.8
08:55:05	388.8
08:55:05	388.8
08:55:05	388.8
08:55:06	388.9
08:55:06	388.9
08:55:06	388.9
08:55:06	388.9
08:55:09	388.9
08:55:10	388.9
08:55:15	389
08:55:15	389
08:55:21	388.9
08:55:27	388.9
08:55:29	388.9
08:55:32	388.9
08:55:32	388.9
08:55:35	388.9
08:55:39	388.9
08:55:39	389
08:55:39	389
08:55:43	388.9
08:55:44	388.9
08:55:46	389
08:55:46	389
08:55:46	389
08:55:46	389
08:55:46	389
08:55:46	389
08:55:47	389
08:55:47	389
08:55:47	389
08:55:47	389
08:55:53	388.9
08:56:01	388.9
08:56:01	388.9
08:56:02	388.9
08:56:04	389
08:56:04	389
08:56:12	388.9
08:56:21	388.9
08:56:21	388.9
08:56:21	388.9
08:56:21	388.9
08:56:21	388.9
08:56:21	388.9
08:56:21	388.9
08:56:21	388.9
08:56:21	388.9
08:56:21	388.9
08:56:21	388.9
08:56:21	388.9
08:56:21	388.9
08:56:21	388.9
08:56:22	388.9
08:56:22	388.9
08:56:22	388.9
08:56:22	388.9
08:56:22	388.9
08:56:22	388.9
08:56:22	388.9
08:56:22	388.9
08:56:22	388.9
08:56:22	388.9
08:56:22	388.9
08:56:22	388.9
08:56:22	388.9
08:56:22	388.9
08:56:22	388.9
08:56:22	388.9
08:56:22	388.9
08:56:23	388.9
08:56:23	388.9
08:56:23	388.9
08:56:23	388.9
08:56:23	388.9
08:56:23	388.8
08:56:24	388.8
08:56:24	388.8
08:56:24	388.8
08:56:24	388.8
08:56:24	388.8
08:56:28	388.7
08:56:28	388.7
08:56:28	388.7
08:56:28	388.7
08:56:28	388.7
08:56:28	388.7
08:56:30	388.7
08:56:30	388.7
08:56:30	388.7
08:56:30	388.7
08:56:30	388.7
08:56:30	388.7
08:56:30	388.7
08:56:30	388.7
08:56:30	388.7
08:56:30	388.7
08:56:30	388.7
08:56:30	388.8
08:56:30	388.8
08:56:30	388.8
08:56:30	388.8
08:56:30	388.8
08:56:30	388.8
08:56:30	388.8
08:56:32	388.8
08:56:49	388.9
08:56:49	388.9
08:56:49	388.9
08:56:49	388.9
08:56:49	388.9
08:56:49	388.9
08:56:49	388.9
08:56:49	388.9
08:56:49	388.9
08:56:49	388.9
08:56:49	388.9
08:56:52	388.9
08:56:53	389
08:56:53	389
08:56:58	388.9
08:57:00	388.9
08:57:02	388.9
08:57:02	388.9
08:57:02	388.9
08:57:02	388.9
08:57:02	388.9
08:57:02	388.9
08:57:02	388.9
08:57:02	388.9
08:57:02	388.9
08:57:04	388.8
08:57:04	388.8
08:57:04	388.8
08:57:04	388.8
08:57:04	388.8
08:57:05	388.8
08:57:09	388.8
08:57:09	388.8
08:57:09	388.8
08:57:10	388.8
08:57:10	388.8
08:57:10	388.8
08:57:10	388.8
08:57:10	388.8
08:57:12	388.8
08:57:12	388.8
08:57:18	388.8
08:57:18	388.8
08:57:19	388.8
08:57:19	388.8
08:57:19	388.8
08:57:19	388.8
08:57:19	388.8
08:57:19	388.8
08:57:20	388.7
08:57:22	388.7
08:57:22	388.7
08:57:22	388.7
08:57:24	388.7
08:57:24	388.7
08:57:24	388.7
08:57:24	388.7
08:57:24	388.7
08:57:24	388.7
08:57:24	388.7
08:57:24	388.7
08:57:24	388.7
08:57:27	388.7
08:57:39	388.7
08:57:42	388.7
08:57:42	388.8
08:57:42	388.8
08:57:42	388.8
08:57:44	388.8
08:57:44	388.8
08:57:44	388.8
08:57:44	388.8
08:57:44	388.8
08:57:44	388.8
08:57:45	388.8
08:57:45	388.8
08:57:45	388.8
08:57:45	388.8
08:57:45	388.8
08:57:51	388.9
08:57:51	388.9
08:57:51	388.9
08:57:51	388.9
08:57:51	388.9
08:57:51	388.9
08:57:51	388.9
08:58:02	388.9
08:58:02	388.9
08:58:02	388.9
08:58:02	388.9
08:58:02	388.9
08:58:05	388.9
08:58:05	388.9
08:58:05	388.9
08:58:05	388.9
08:58:05	388.9
08:58:05	388.9
08:58:05	388.9
08:58:05	388.9
08:58:05	388.9
08:58:17	388.9
08:58:17	388.9
08:58:17	388.9
08:58:17	388.9
08:58:17	388.9
08:58:17	388.9
08:58:17	388.9
08:58:17	388.9
08:58:26	388.9
08:58:30	388.9
08:58:39	388.9
08:58:47	388.9
08:58:51	388.9
08:58:59	388.9
08:59:01	388.8
08:59:01	388.8
08:59:01	388.8
08:59:01	388.8
08:59:01	388.8
08:59:01	388.8
08:59:01	388.8
08:59:01	388.8
08:59:01	388.8
08:59:14	388.8
08:59:14	388.8
08:59:14	388.8
08:59:14	388.8
08:59:14	388.8
08:59:24	388.8
08:59:35	388.8
08:59:36	388.8
08:59:36	388.8
08:59:36	388.8
08:59:36	388.8
08:59:36	388.8
08:59:36	388.8
08:59:36	388.8
08:59:36	388.8
08:59:36	388.8
08:59:36	388.8
08:59:36	388.8
08:59:36	388.8
08:59:36	388.8
08:59:36	388.8
08:59:36	388.8
08:59:37	388.8
08:59:37	388.8
08:59:37	388.8
08:59:55	388.7
08:59:57	388.8
08:59:58	388.8
08:59:58	388.8
08:59:58	388.8
08:59:58	388.8
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.6
09:00:01	388.6
09:00:01	388.6
09:00:01	388.6
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.8
09:00:01	388.8
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.7
09:00:01	388.8
09:00:01	388.8
09:00:01	388.8
09:00:02	388.8
09:00:02	388.8
09:00:02	388.8
09:00:02	388.8
09:00:04	388.7
09:00:04	388.7
09:00:04	388.7
09:00:04	388.7
09:00:04	388.7
09:00:05	388.6
09:00:06	388.6
09:00:06	388.6
09:00:06	388.6
09:00:06	388.6
09:00:08	388.6
09:00:10	388.6
09:00:10	388.7
09:00:10	388.7
09:00:11	388.7
09:00:11	388.7
09:00:11	388.6
09:00:11	388.6
09:00:11	388.6
09:00:11	388.6
09:00:11	388.6
09:00:11	388.6
09:00:11	388.6
09:00:11	388.6
09:00:11	388.7
09:00:11	388.7
09:00:11	388.7
09:00:11	388.7
09:00:11	388.7
09:00:11	388.7
09:00:11	388.7
09:00:11	388.7
09:00:12	388.7
09:00:13	388.6
09:00:13	388.6
09:00:13	388.6
09:00:13	388.6
09:00:13	388.6
09:00:13	388.6
09:00:13	388.6
09:00:13	388.6
09:00:13	388.6
09:00:13	388.6
09:00:13	388.6
09:00:13	388.6
09:00:13	388.6
09:00:13	388.6
09:00:13	388.6
09:00:13	388.6
09:00:13	388.7
09:00:13	388.6
09:00:14	388.6
09:00:14	388.6
09:00:14	388.6
09:00:14	388.7
09:00:14	388.7
09:00:14	388.7
09:00:14	388.6
09:00:14	388.6
09:00:14	388.6
09:00:14	388.6
09:00:14	388.6
09:00:14	388.7
09:00:14	388.7
09:00:14	388.7
09:00:16	388.6
09:00:16	388.6
09:00:16	388.6
09:00:18	388.6
09:00:18	388.6
09:00:18	388.6
09:00:18	388.6
09:00:18	388.6
09:00:18	388.6
09:00:18	388.6
09:00:18	388.6
09:00:18	388.6
09:00:18	388.6
09:00:18	388.6
09:00:18	388.6
09:00:18	388.6
09:00:18	388.6
09:00:18	388.6
09:00:18	388.6
09:00:18	388.6
09:00:18	388.6
09:00:18	388.6
09:00:18	388.6
09:00:18	388.6
09:00:18	388.6
09:00:19	388.6
09:00:19	388.6
09:00:19	388.6
09:00:19	388.6
09:00:19	388.6
09:00:19	388.6
09:00:19	388.6
09:00:19	388.6
09:00:19	388.6
09:00:19	388.6
09:00:19	388.6
09:00:19	388.6
09:00:19	388.6
09:00:19	388.6
09:00:21	388.6
09:00:21	388.6
09:00:21	388.6
09:00:21	388.6
09:00:21	388.6
09:00:22	388.6
09:00:22	388.6
09:00:22	388.6
09:00:22	388.6
09:00:22	388.6
09:00:22	388.6
09:00:25	388.7
09:00:25	388.7
09:00:25	388.7
09:00:25	388.7
09:00:25	388.7
09:00:25	388.7
09:00:25	388.7
09:00:25	388.7
09:00:25	388.7
09:00:25	388.7
09:00:25	388.7
09:00:25	388.7
09:00:25	388.7
09:00:25	388.7
09:00:25	388.7
09:00:25	388.7
09:00:25	388.7
09:00:26	388.7
09:00:26	388.7
09:00:26	388.7
09:00:26	388.7
09:00:26	388.7
09:00:26	388.7
09:00:26	388.7
09:00:26	388.7
09:00:26	388.7
09:00:26	388.7
09:00:26	388.7
09:00:26	388.7
09:00:26	388.7
09:00:26	388.7
09:00:26	388.7
09:00:26	388.7
09:00:26	388.7
09:00:26	388.7
09:00:26	388.7
09:00:26	388.7
09:00:26	388.7
09:00:27	388.7
09:00:27	388.7
09:00:27	388.7
09:00:27	388.7
09:00:27	388.7
09:00:27	388.7
09:00:27	388.7
09:00:27	388.7
09:00:27	388.7
09:00:27	388.7
09:00:27	388.7
09:00:29	388.8
09:00:29	388.8
09:00:35	388.8
09:00:35	388.8
09:00:35	388.8
09:00:35	388.8
09:00:35	388.8
09:00:35	388.8
09:00:35	388.8
09:00:35	388.8
09:00:35	388.8
09:00:35	388.8
09:00:35	388.8
09:00:35	388.8
09:00:35	388.8
09:00:35	388.8
09:00:35	388.8
09:00:35	388.8
09:00:35	388.8
09:00:35	388.8
09:00:35	388.8
09:00:35	388.8
09:00:35	388.8
09:00:35	388.8
09:00:36	388.9
09:00:38	388.9
09:00:38	388.9
09:00:38	388.9
09:00:38	388.9
09:00:38	388.9
09:00:38	388.9
09:00:38	388.9
09:00:39	388.9
09:00:39	388.9
09:00:39	388.9
09:00:39	388.9
09:00:39	388.9
09:00:39	388.9
09:00:39	388.9
09:00:39	388.9
09:00:40	388.9
09:00:40	388.9
09:00:40	388.9
09:00:44	388.9
09:00:44	388.9
09:00:49	388.8
09:00:49	388.8
09:00:49	388.9
09:00:54	388.8
09:00:54	388.8
09:00:54	388.8
09:00:54	388.8
09:00:54	388.8
09:00:54	388.8
09:00:54	388.8
09:00:54	388.8
09:00:54	388.8
09:00:54	388.8
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:56	388.7
09:00:58	388.7
09:00:58	388.7
09:00:58	388.7
09:00:59	388.7
09:00:59	388.7
09:00:59	388.7
09:00:59	388.7
09:00:59	388.7
09:01:01	388.7
09:01:01	388.7
09:01:03	388.6
09:01:03	388.6
09:01:03	388.6
09:01:03	388.6
09:01:03	388.6
09:01:03	388.6
09:01:03	388.6
09:01:03	388.6
09:01:03	388.6
09:01:03	388.6
09:01:03	388.6
09:01:05	388.6
09:01:08	388.6
09:01:08	388.6
09:01:10	388.6
09:01:10	388.6
09:01:10	388.6
09:01:10	388.6
09:01:11	388.6
09:01:11	388.6
09:01:11	388.6
09:01:11	388.6
09:01:11	388.6
09:01:11	388.6
09:01:11	388.6
09:01:11	388.6
09:01:11	388.6
09:01:11	388.6
09:01:11	388.6
09:01:11	388.6
09:01:11	388.6
09:01:11	388.6
09:01:11	388.6
09:01:12	388.6
09:01:12	388.6
09:01:12	388.6
09:01:12	388.6
09:01:12	388.6
09:01:12	388.6
09:01:12	388.6
09:01:12	388.6
09:01:12	388.6
09:01:12	388.6
09:01:12	388.5
09:01:12	388.5
09:01:12	388.6
09:01:16	388.5
09:01:16	388.5
09:01:16	388.5
09:01:16	388.5
09:01:16	388.5
09:01:16	388.5
09:01:16	388.5
09:01:17	388.5
09:01:17	388.5
09:01:17	388.5
09:01:21	388.5
09:01:21	388.5
09:01:21	388.5
09:01:21	388.5
09:01:21	388.5
09:01:21	388.5
09:01:21	388.5
09:01:21	388.5
09:01:21	388.5
09:01:21	388.5
09:01:21	388.5
09:01:21	388.5
09:01:21	388.5
09:01:21	388.5
09:01:23	388.5
09:01:23	388.5
09:01:24	388.5
09:01:24	388.5
09:01:24	388.5
09:01:24	388.5
09:01:24	388.5
09:01:24	388.5
09:01:24	388.4
09:01:24	388.4
09:01:24	388.4
09:01:24	388.4
09:01:24	388.4
09:01:24	388.5
09:01:24	388.5
09:01:24	388.5
09:01:24	388.5
09:01:24	388.5
09:01:26	388.5
09:01:26	388.5
09:01:27	388.5
09:01:27	388.5
09:01:27	388.5
09:01:27	388.5
09:01:27	388.5
09:01:28	388.5
09:01:30	388.5
09:01:30	388.5
